Garage entries-exits by garage,,,,,
Facility Name,Sutter Stockton Garage,Off Street Parking ID,949,Parking Management District,Downtown
Usage Type,Date,Total Entries,Total Exits,,
,8/10/2011,"3,190","3,158",,
,8/11/2011,"3,488","3,426",,
,8/12/2011,"3,154","3,078",,
,8/13/2011,"2,614","2,586",,
,8/14/2011,"1,380","1,489",,
,8/15/2011,"2,484","2,463",,
,8/16/2011,"3,205","3,170",,
,8/17/2011,"3,135","3,104",,
,8/18/2011,"3,434","3,396",,
,8/19/2011,"3,305","3,194",,
,8/20/2011,"2,824","2,712",,
,8/21/2011,"1,391","1,609",,
,8/22/2011,"2,482","2,460",,
,8/23/2011,"3,169","3,109",,
,8/24/2011,"3,163","3,162",,
,8/25/2011,"3,476","3,434",,
,8/26/2011,"3,255","3,125",,
,8/27/2011,"3,033","2,993",,
,8/28/2011,"1,376","1,540",,
,8/29/2011,"2,505","2,493",,
,8/30/2011,"2,978","2,968",,
,8/31/2011,"3,143","3,118",,
,9/1/2011,"3,059","3,007",,
,9/2/2011,"3,112","3,025",,
,9/3/2011,"2,649","2,568",,
,9/4/2011,"1,587","1,640",,
,9/5/2011,"1,487","1,569",,
,9/6/2011,"2,717","2,674",,
,9/7/2011,"3,088","3,063",,
,9/8/2011,"3,640","3,611",,
,9/9/2011,"3,170","3,095",,
,9/10/2011,"3,019","2,912",,
,9/11/2011,"1,413","1,565",,
,9/12/2011,"2,543","2,543",,
,9/13/2011,"2,998","2,988",,
,9/14/2011,"3,342","3,300",,
,9/15/2011,"3,436","3,402",,
,9/16/2011,"3,374","3,270",,
,9/17/2011,"2,947","2,864",,
,9/18/2011,"1,369","1,505",,
,9/19/2011,"2,495","2,483",,
,9/20/2011,"3,028","2,992",,
,9/21/2011,"3,115","3,125",,
,9/22/2011,"3,538","3,484",,
,9/23/2011,"3,184","3,082",,
,9/24/2011,"2,970","2,881",,
,9/25/2011,"1,354","1,512",,
,9/26/2011,"2,484","2,465",,
,9/27/2011,"3,248","3,236",,
,9/28/2011,"3,136","3,110",,
,9/29/2011,"3,337","3,275",,
,9/30/2011,"3,305","3,232",,
,10/1/2011,"3,027","2,982",,
,10/2/2011,"1,340","1,497",,
,10/3/2011,"2,395","2,368",,
,10/4/2011,"3,424","3,378",,
,10/5/2011,"3,304","3,258",,
,10/6/2011,"3,778","3,732",,
,10/7/2011,"3,487","3,395",,
,10/8/2011,"2,657","2,558",,
,10/9/2011,"1,434","1,601",,
,10/10/2011,"2,522","2,548",,
,10/11/2011,"3,132","3,068",,
,10/12/2011,"3,265","3,256",,
,10/13/2011,"3,885","3,834",,
,10/14/2011,"3,971","3,865",,
,10/15/2011,"3,708","3,598",,
,10/16/2011,"1,937","2,100",,
,10/17/2011,"2,578","2,579",,
,10/18/2011,"3,188","3,127",,
,10/19/2011,"3,120","3,099",,
,10/20/2011,"3,725","3,703",,
,10/21/2011,"3,382","3,268",,
,10/22/2011,"3,131","3,033",,
,10/23/2011,"1,398","1,608",,
,10/24/2011,"2,378","2,366",,
,10/25/2011,"3,230","3,194",,
,10/26/2011,"3,352","3,300",,
,10/27/2011,"3,563","3,499",,
,10/28/2011,"3,425","3,281",,
,10/29/2011,"3,134","2,990",,
,10/30/2011,"1,410","1,690",,
,10/31/2011,"2,183","2,170",,
,11/1/2011,"2,971","2,941",,
,11/2/2011,"3,252","3,216",,
,11/3/2011,"3,453","3,419",,
,11/4/2011,"3,468","3,340",,
,11/5/2011,"3,249","3,160",,
,11/6/2011,"1,598","1,769",,
,11/7/2011,"2,598","2,584",,
,11/8/2011,"3,208","3,171",,
,11/9/2011,"3,537","3,493",,
,11/10/2011,"3,854","3,815",,
,11/11/2011,"3,823","3,673",,
,11/12/2011,"3,503","3,410",,
,11/13/2011,"1,796","1,988",,
,11/14/2011,"2,718","2,671",,
,11/15/2011,"3,544","3,517",,
,11/16/2011,"3,818","3,759",,
,11/17/2011,"3,882","3,803",,
,11/18/2011,"3,852","3,803",,
,11/19/2011,"4,054","3,908",,
,11/20/2011,"1,582","1,763",,
,11/21/2011,"3,020","3,012",,
,11/22/2011,"3,634","3,604",,
,11/23/2011,"3,326","3,322",,
,11/24/2011,330,278,,
,11/25/2011,"4,412","4,185",,
,11/26/2011,"3,429","3,426",,
,11/27/2011,"1,649","1,852",,
,11/28/2011,"2,446","2,428",,
,11/29/2011,"3,247","3,204",,
,11/30/2011,"3,672","3,615",,
,12/1/2011,"4,358","4,274",,
,12/2/2011,"4,256","4,113",,
,12/3/2011,"4,854","4,643",,
,12/4/2011,"2,479","2,786",,
,12/5/2011,"2,954","2,949",,
,12/6/2011,"3,836","3,807",,
,12/7/2011,"4,102","4,027",,
,12/8/2011,"4,595","4,528",,
,12/9/2011,"4,846","4,641",,
,12/10/2011,"4,919","4,750",,
,12/11/2011,"2,803","3,117",,
,12/12/2011,"3,210","3,185",,
,12/13/2011,"4,079","4,065",,
,12/14/2011,"4,504","4,439",,
,12/15/2011,"4,925","4,842",,
,12/16/2011,"4,909","4,723",,
,12/17/2011,"5,136","5,006",,
,12/18/2011,"3,667","3,860",,
,12/19/2011,"4,123","4,107",,
,12/20/2011,"4,862","4,834",,
,12/21/2011,"5,035","4,918",,
,12/22/2011,"5,081","5,080",,
,12/23/2011,"5,282","5,190",,
,12/24/2011,"2,409","2,483",,
,12/25/2011,545,547,,
,12/26/2011,"4,180","4,133",,
,12/27/2011,"3,871","3,821",,
,12/28/2011,"3,957","3,924",,
,12/29/2011,"4,060","4,017",,
,12/30/2011,"4,099","3,995",,
,12/31/2011,"3,046","2,538",,
,1/1/2012,"1,147","1,753",,
,1/2/2012,"2,054","2,093",,
,1/3/2012,"2,600","2,553",,
,1/4/2012,"2,896","2,859",,
,1/5/2012,"3,446","3,415",,
,1/6/2012,"3,346","3,259",,
,1/7/2012,"3,036","2,970",,
,1/8/2012,"1,650","1,759",,
,1/9/2012,"2,839","2,828",,
,1/10/2012,"3,678","3,625",,
,1/11/2012,"3,722","3,688",,
,1/12/2012,"3,622","3,596",,
,1/13/2012,"3,460","3,357",,
,1/14/2012,"2,773","2,712",,
,1/15/2012,"1,811","1,914",,
,1/16/2012,"2,604","2,619",,
,1/17/2012,"3,160","3,137",,
,1/18/2012,"3,248","3,223",,
,1/19/2012,"3,523","3,495",,
,1/20/2012,"3,143","3,046",,
,1/21/2012,"3,163","3,056",,
,1/22/2012,999,"1,154",,
,1/23/2012,"2,413","2,416",,
,1/24/2012,"3,088","3,043",,
,1/25/2012,"3,318","3,303",,
,1/26/2012,"3,596","3,556",,
,1/27/2012,"3,398","3,298",,
,1/28/2012,"3,367","3,270",,
,1/29/2012,"1,549","1,737",,
,1/30/2012,"2,506","2,495",,
,1/31/2012,"3,121","3,081",,
,2/1/2012,"3,263","3,238",,
,2/2/2012,"3,516","3,472",,
,2/3/2012,"3,274","3,150",,
,2/4/2012,"3,141","3,047",,
,2/5/2012,"1,095","1,299",,
,2/6/2012,"2,502","2,499",,
,2/7/2012,"3,172","3,156",,
,2/8/2012,"3,298","3,261",,
,2/9/2012,"3,559","3,508",,
,2/10/2012,"3,303","3,197",,
,2/11/2012,"3,934","3,676",,
,2/12/2012,"1,609","1,841",,
,2/13/2012,"2,539","2,519",,
,2/14/2012,"3,345","3,271",,
,2/15/2012,"3,360","3,358",,
,2/16/2012,"3,861","3,805",,
,2/17/2012,"3,488","3,413",,
,2/18/2012,"2,650","2,559",,
,2/19/2012,"1,452","1,574",,
,2/20/2012,"2,047","2,084",,
,2/21/2012,"3,153","3,123",,
,2/22/2012,"3,076","3,054",,
,2/23/2012,"3,491","3,461",,
,2/24/2012,"3,335","3,246",,
,2/25/2012,"2,881","2,775",,
,2/26/2012,"1,273","1,460",,
,2/27/2012,"2,454","2,441",,
,2/28/2012,"3,207","3,166",,
,2/29/2012,"3,151","3,105",,
,3/1/2012,"3,461","3,430",,
,3/2/2012,"3,289","3,193",,
,3/3/2012,"3,052","2,990",,
,3/4/2012,"1,222","1,369",,
,3/5/2012,"2,373","2,371",,
,3/6/2012,"3,155","3,110",,
,3/7/2012,"3,394","3,357",,
,3/8/2012,"3,581","3,540",,
,3/9/2012,"3,362","3,278",,
,3/10/2012,"3,008","2,938",,
,3/11/2012,"1,446","1,563",,
,3/12/2012,"2,597","2,540",,
,3/13/2012,"3,105","3,129",,
,3/14/2012,"3,077","3,038",,
,3/15/2012,"3,547","3,522",,
,3/16/2012,"2,967","2,916",,
,3/17/2012,"2,874","2,717",,
,3/18/2012,"1,599","1,781",,
,3/19/2012,"2,599","2,586",,
,3/20/2012,"3,275","3,233",,
,3/21/2012,"3,541","3,505",,
,3/22/2012,"3,737","3,707",,
,3/23/2012,"3,605","3,492",,
,3/24/2012,"2,821","2,790",,
,3/25/2012,"1,538","1,653",,
,3/26/2012,"2,534","2,502",,
,3/27/2012,"3,073","3,051",,
,3/28/2012,"3,389","3,362",,
,3/29/2012,"3,662","3,606",,
,3/30/2012,"3,683","3,573",,
,3/31/2012,"2,974","2,922",,
,4/1/2012,"1,696","1,832",,
,4/2/2012,"2,621","2,576",,
,4/3/2012,"3,366","3,334",,
,4/4/2012,"3,442","3,408",,
,4/5/2012,"3,733","3,680",,
,4/6/2012,"3,207","3,156",,
,4/7/2012,"2,939","2,802",,
,4/8/2012,927,"1,113",,
,4/9/2012,"2,395","2,381",,
,4/10/2012,"3,048","3,025",,
,4/11/2012,"3,353","3,330",,
,4/12/2012,"3,450","3,410",,
,4/13/2012,"3,279","3,161",,
,4/14/2012,"3,009","2,918",,
,4/15/2012,"1,460","1,631",,
,4/16/2012,"2,598","2,599",,
,4/17/2012,"3,313","3,297",,
,4/18/2012,"3,231","3,195",,
,4/19/2012,"3,668","3,651",,
,4/20/2012,"3,521","3,374",,
,4/21/2012,"3,094","2,988",,
,4/22/2012,"1,418","1,635",,
,4/23/2012,"2,392","2,377",,
,4/24/2012,"3,160","3,133",,
,4/25/2012,"3,507","3,472",,
,4/26/2012,"3,743","3,691",,
,4/27/2012,"3,628","3,528",,
,4/28/2012,"2,659","2,548",,
,4/29/2012,"1,521","1,737",,
,4/30/2012,"2,626","2,587",,
,5/1/2012,"3,196","3,166",,
,5/2/2012,"3,390","3,351",,
,5/3/2012,"3,736","3,703",,
,5/4/2012,"3,373","3,269",,
,5/5/2012,"2,837","2,770",,
,5/6/2012,"1,326","1,454",,
,5/7/2012,"2,498","2,491",,
,5/8/2012,"3,194","3,172",,
,5/9/2012,"3,297","3,263",,
,5/10/2012,"3,836","3,789",,
,5/11/2012,"3,575","3,484",,
,5/12/2012,"3,289","3,159",,
,5/13/2012,"1,391","1,594",,
,5/14/2012,"2,573","2,525",,
,5/15/2012,"3,277","3,250",,
,5/16/2012,"3,464","3,445",,
,5/17/2012,"3,546","3,497",,
,5/18/2012,"3,511","3,410",,
,5/19/2012,"2,907","2,851",,
,5/20/2012,"1,166","1,294",,
,5/21/2012,"2,613","2,595",,
,5/22/2012,"3,230","3,205",,
,5/23/2012,"3,309","3,269",,
,5/24/2012,"3,575","3,526",,
,5/25/2012,"3,395","3,302",,
,5/26/2012,"2,599","2,504",,
,5/27/2012,"1,378","1,424",,
,5/28/2012,"1,310","1,428",,
,5/29/2012,"2,973","2,937",,
,5/30/2012,"3,435","3,390",,
,5/31/2012,"3,465","3,448",,
,6/1/2012,"3,445","3,325",,
,6/2/2012,"2,753","2,697",,
,6/3/2012,"1,284","1,412",,
,6/4/2012,"2,411","2,398",,
,6/5/2012,"3,205","3,191",,
,6/6/2012,"3,314","3,261",,
,6/7/2012,"3,721","3,696",,
,6/8/2012,"3,336","3,230",,
,6/9/2012,"2,720","2,672",,
,6/10/2012,"1,403","1,531",,
,6/11/2012,"2,554","2,542",,
,6/12/2012,"3,086","3,055",,
,6/13/2012,"3,231","3,205",,
,6/14/2012,"3,929","3,852",,
,6/15/2012,"3,428","3,377",,
,6/16/2012,"2,805","2,751",,
,6/17/2012,"1,149","1,254",,
,6/18/2012,"2,681","2,644",,
,6/19/2012,"3,233","3,213",,
,6/20/2012,"3,396","3,344",,
,6/21/2012,"3,958","3,912",,
,6/22/2012,"3,415","3,334",,
,6/23/2012,"2,678","2,569",,
,6/24/2012,"1,156","1,324",,
,6/25/2012,"2,566","2,550",,
,6/26/2012,"3,204","3,191",,
,6/27/2012,"3,418","3,369",,
,6/28/2012,"3,600","3,557",,
,6/29/2012,"3,436","3,340",,
,6/30/2012,"2,821","2,798",,
,7/1/2012,"1,440","1,540",,
,7/2/2012,"2,516","2,488",,
,7/3/2012,"2,848","2,798",,
,7/4/2012,"1,090","1,093",,
,7/5/2012,"2,863","2,855",,
,7/6/2012,"3,112","2,998",,
,7/7/2012,"2,514","2,465",,
,7/8/2012,"1,188","1,318",,
,7/9/2012,"2,574","2,561",,
,7/10/2012,"3,311","3,294",,
,7/11/2012,"3,553","3,513",,
,7/12/2012,"3,628","3,571",,
,7/13/2012,"3,232","3,139",,
,7/14/2012,"3,306","3,164",,
,7/15/2012,"1,398","1,604",,
,7/16/2012,"2,442","2,439",,
,7/17/2012,"3,195","3,152",,
,7/18/2012,"3,415","3,401",,
,7/19/2012,"3,659","3,617",,
,7/20/2012,"3,334","3,184",,
,7/21/2012,"2,831","2,829",,
,7/22/2012,"1,342","1,486",,
,7/23/2012,"2,573","2,562",,
,7/24/2012,"2,968","2,948",,
,7/25/2012,"3,224","3,175",,
,7/26/2012,"3,474","3,427",,
,7/27/2012,"3,217","3,098",,
,7/28/2012,"2,730","2,645",,
,7/29/2012,"1,315","1,464",,
,7/30/2012,"2,431","2,437",,
,7/31/2012,"3,105","3,057",,
,8/1/2012,"3,115","3,089",,
,8/2/2012,"3,492","3,450",,
,8/3/2012,"3,398","3,303",,
,8/4/2012,"3,260","3,183",,
,8/5/2012,"1,622","1,782",,
,8/6/2012,"2,503","2,494",,
,8/7/2012,"3,200","3,170",,
,8/8/2012,"3,202","3,177",,
,8/9/2012,"3,487","3,440",,
,8/10/2012,"3,033","2,948",,
,8/11/2012,"2,760","2,692",,
,8/12/2012,"1,518","1,634",,
,8/13/2012,"2,489","2,489",,
,8/14/2012,"3,200","3,170",,
,8/15/2012,"3,253","3,250",,
,8/16/2012,"3,383","3,343",,
,8/17/2012,"3,295","3,184",,
,8/18/2012,"3,128","3,057",,
,8/19/2012,"1,452","1,575",,
,8/20/2012,"2,522","2,516",,
,8/21/2012,"3,131","3,112",,
,8/22/2012,"3,199","3,172",,
,8/23/2012,"3,506","3,447",,
,8/24/2012,"3,359","3,277",,
,8/25/2012,"2,806","2,758",,
,8/26/2012,"1,587","1,727",,
,8/27/2012,"2,489","2,474",,
,8/28/2012,"3,163","3,136",,
,8/29/2012,"3,231","3,201",,
,8/30/2012,"3,301","3,274",,
,8/31/2012,"3,172","3,044",,
,9/1/2012,"2,642","2,561",,
,9/2/2012,"1,568","1,640",,
,9/3/2012,"1,350","1,439",,
,9/4/2012,"2,809","2,759",,
,9/5/2012,"3,121","3,084",,
,9/6/2012,"3,759","3,722",,
,9/7/2012,"3,283","3,190",,
,9/8/2012,"3,180","3,110",,
,9/9/2012,"1,232","1,375",,
,9/10/2012,"2,594","2,552",,
,9/11/2012,"3,233","3,214",,
,9/12/2012,"3,415","3,352",,
,9/13/2012,"3,510","3,481",,
,9/14/2012,"3,497","3,392",,
,9/15/2012,"2,996","2,943",,
,9/16/2012,"1,260","1,411",,
,9/17/2012,"2,555","2,558",,
,9/18/2012,"3,158","3,123",,
,9/19/2012,"3,397","3,382",,
,9/20/2012,"3,538","3,487",,
,9/21/2012,"3,414","3,277",,
,9/22/2012,"3,229","3,166",,
,9/23/2012,"1,503","1,665",,
,9/24/2012,"2,618","2,622",,
,9/25/2012,"3,011","2,971",,
,9/26/2012,"3,122","3,065",,
,9/27/2012,"3,637","3,627",,
,9/28/2012,"3,215","3,128",,
,9/29/2012,"2,873","2,842",,
,9/30/2012,"1,370","1,461",,
,10/1/2012,"2,517","2,490",,
,10/2/2012,"3,209","3,154",,
,10/3/2012,"3,440","3,384",,
,10/4/2012,"3,630","3,592",,
,10/5/2012,"3,433","3,333",,
,10/6/2012,"2,147","2,106",,
,10/7/2012,"1,138","1,265",,
,10/8/2012,"2,642","2,630",,
,10/9/2012,"3,179","3,171",,
,10/10/2012,"3,088","3,052",,
,10/11/2012,"3,617","3,548",,
,10/12/2012,"3,715","3,605",,
,10/13/2012,"3,751","3,605",,
,10/14/2012,"1,656","1,893",,
,10/15/2012,"2,485","2,460",,
,10/16/2012,"3,092","3,045",,
,10/17/2012,"3,244","3,210",,
,10/18/2012,"3,534","3,469",,
,10/19/2012,"3,396","3,314",,
,10/20/2012,"3,228","3,166",,
,10/21/2012,"1,432","1,572",,
,10/22/2012,"2,377","2,361",,
,10/23/2012,"3,236","3,210",,
,10/24/2012,"3,215","3,177",,
,10/25/2012,"3,517","3,480",,
,10/26/2012,"3,444","3,341",,
,10/27/2012,"2,978","2,848",,
,10/28/2012,"1,360","1,536",,
,10/29/2012,"2,438","2,455",,
,10/30/2012,"3,327","3,269",,
,10/31/2012,"1,937","1,941",,
,11/1/2012,"3,780","3,747",,
,11/2/2012,"3,346","3,242",,
,11/3/2012,"3,398","3,272",,
,11/4/2012,"1,358","1,537",,
,11/5/2012,"2,428","2,408",,
,11/6/2012,"2,891","2,880",,
,11/7/2012,"3,381","3,351",,
,11/8/2012,"3,625","3,592",,
,11/9/2012,"3,689","3,562",,
,11/10/2012,"3,824","3,676",,
,11/11/2012,"1,884","2,107",,
,11/12/2012,"2,842","2,840",,
,11/13/2012,"3,329","3,300",,
,11/14/2012,"3,731","3,696",,
,11/15/2012,"4,225","4,145",,
,11/16/2012,"3,708","3,635",,
,11/17/2012,"3,700","3,597",,
,11/18/2012,"1,867","1,987",,
,11/19/2012,"2,947","2,927",,
,11/20/2012,"3,442","3,431",,
,11/21/2012,"3,112","3,070",,
,11/22/2012,411,377,,
,11/23/2012,"4,085","3,876",,
,11/24/2012,"3,312","3,304",,
,11/25/2012,"1,527","1,699",,
,11/26/2012,"2,467","2,448",,
,11/27/2012,"3,133","3,102",,
,11/28/2012,"3,318","3,285",,
,11/29/2012,"3,842","3,787",,
,11/30/2012,"3,634","3,508",,
,12/1/2012,"4,079","3,962",,
,12/2/2012,"2,025","2,255",,
,12/3/2012,"2,921","2,897",,
,12/4/2012,"3,713","3,677",,
,12/5/2012,"4,017","3,980",,
,12/6/2012,"4,532","4,472",,
,12/7/2012,"4,653","4,392",,
,12/8/2012,"4,814","4,688",,
,12/9/2012,"2,666","3,028",,
,12/10/2012,"3,044","3,025",,
,12/11/2012,"3,665","3,617",,
,12/12/2012,"4,296","4,237",,
,12/13/2012,"4,599","4,538",,
,12/14/2012,"4,805","4,624",,
,12/15/2012,"4,542","4,421",,
,12/16/2012,"3,084","3,345",,
,12/17/2012,"3,448","3,446",,
,12/18/2012,"4,364","4,332",,
,12/19/2012,"4,803","4,714",,
,12/20/2012,"4,856","4,842",,
,12/21/2012,"4,742","4,585",,
,12/22/2012,"4,576","4,482",,
,12/23/2012,"2,112","2,276",,
,12/24/2012,"3,339","3,321",,
,12/25/2012,353,370,,
,12/26/2012,"4,061","3,962",,
,12/27/2012,"4,224","4,148",,
,12/28/2012,"4,042","4,026",,
,12/29/2012,"3,837","3,765",,
,12/30/2012,"2,724","2,762",,
,12/31/2012,"3,017","2,493",,
,1/1/2013,"1,228","1,826",,
,1/2/2013,"2,680","2,664",,
,1/3/2013,"3,169","3,142",,
,1/4/2013,"3,408","3,328",,
,1/5/2013,"2,865","2,811",,
,1/6/2013,"1,431","1,543",,
,1/7/2013,"2,828","2,791",,
,1/8/2013,"3,639","3,600",,
,1/9/2013,"3,604","3,594",,
,1/10/2013,"3,536","3,498",,
,1/11/2013,"3,502","3,438",,
,1/12/2013,"2,912","2,803",,
,1/13/2013,"1,358","1,504",,
,1/14/2013,"2,463","2,443",,
,1/15/2013,"3,184","3,141",,
,1/16/2013,"3,307","3,292",,
,1/17/2013,"3,487","3,477",,
,1/18/2013,"3,485","3,336",,
,1/19/2013,"3,228","3,123",,
,1/20/2013,"1,269","1,437",,
,1/21/2013,"2,291","2,301",,
,1/22/2013,"2,988","2,975",,
,1/23/2013,"3,138","3,106",,
,1/24/2013,"3,592","3,561",,
,1/25/2013,"3,454","3,323",,
,1/26/2013,"3,082","2,992",,
,1/27/2013,"1,466","1,660",,
,1/28/2013,"2,372","2,375",,
,1/29/2013,"3,061","3,026",,
,1/30/2013,"3,198","3,171",,
,1/31/2013,"3,502","3,431",,
,2/1/2013,"3,285","3,178",,
,2/2/2013,"3,265","3,138",,
,2/3/2013,956,"1,192",,
,2/4/2013,"2,414","2,409",,
,2/5/2013,"3,212","3,186",,
,2/6/2013,"3,261","3,222",,
,2/7/2013,"3,511","3,488",,
,2/8/2013,"3,604","3,482",,
,2/9/2013,"3,341","3,157",,
,2/10/2013,"1,461","1,733",,
,2/11/2013,"2,538","2,522",,
,2/12/2013,"3,289","3,257",,
,2/13/2013,"3,551","3,523",,
,2/14/2013,"3,608","3,536",,
,2/15/2013,"3,456","3,320",,
,2/16/2013,"3,223","3,148",,
,2/17/2013,"1,634","1,781",,
,2/18/2013,"2,216","2,277",,
,2/19/2013,"2,819","2,808",,
,2/20/2013,"3,179","3,131",,
,2/21/2013,"3,491","3,439",,
,2/22/2013,"3,415","3,314",,
,2/23/2013,"2,993","2,937",,
,2/24/2013,"1,199","1,352",,
,2/25/2013,"2,419","2,399",,
,2/26/2013,"3,147","3,129",,
,2/27/2013,"3,225","3,190",,
,2/28/2013,"3,570","3,535",,
,3/1/2013,"3,170","3,075",,
,3/2/2013,"3,041","2,955",,
,3/3/2013,"1,230","1,397",,
,3/4/2013,"2,407","2,385",,
,3/5/2013,"3,142","3,095",,
,3/6/2013,"3,128","3,117",,
,3/7/2013,"3,596","3,544",,
,3/8/2013,"3,417","3,339",,
,3/9/2013,"3,155","3,077",,
,3/10/2013,"1,414","1,562",,
,3/11/2013,"2,468","2,464",,
,3/12/2013,"3,089","3,061",,
,3/13/2013,"3,303","3,259",,
,3/14/2013,"3,591","3,553",,
,3/15/2013,"3,540","3,422",,
,3/16/2013,"3,092","2,981",,
,3/17/2013,"1,524","1,678",,
,3/18/2013,"2,540","2,560",,
,3/19/2013,"3,233","3,188",,
,3/20/2013,"3,360","3,344",,
,3/21/2013,"3,486","3,442",,
,3/22/2013,"3,413","3,295",,
,3/23/2013,"3,084","2,983",,
,3/24/2013,"1,522","1,689",,
,3/25/2013,"2,664","2,648",,
,3/26/2013,"3,282","3,286",,
,3/27/2013,"3,586","3,538",,
,3/28/2013,"3,516","3,456",,
,3/29/2013,"3,397","3,283",,
,3/30/2013,"3,074","3,004",,
,3/31/2013,998,"1,160",,
,4/1/2013,"2,637","2,635",,
,4/2/2013,"3,095","3,073",,
,4/3/2013,"3,281","3,234",,
,4/4/2013,"3,681","3,651",,
,4/5/2013,"3,015","2,963",,
,4/6/2013,"3,035","2,963",,
,4/7/2013,"1,467","1,625",,
,4/8/2013,"2,453","2,443",,
,4/9/2013,"3,250","3,204",,
,4/10/2013,"3,218","3,208",,
,4/11/2013,"3,421","3,367",,
,4/12/2013,"3,476","3,316",,
,4/13/2013,"2,914","2,875",,
,4/14/2013,"1,446","1,641",,
,4/15/2013,"2,428","2,420",,
,4/16/2013,"3,085","3,048",,
,4/17/2013,"3,456","3,403",,
,4/18/2013,"3,394","3,382",,
,4/19/2013,"3,271","3,156",,
,4/20/2013,"2,742","2,706",,
,4/21/2013,"1,455","1,594",,
,4/22/2013,"2,432","2,421",,
,4/23/2013,"3,131","3,105",,
,4/24/2013,"3,438","3,406",,
,4/25/2013,"3,562","3,519",,
,4/26/2013,"3,527","3,430",,
,4/27/2013,"3,240","3,135",,
,4/28/2013,"1,673","1,846",,
,4/29/2013,"2,591","2,588",,
,4/30/2013,"3,201","3,174",,
,5/1/2013,"3,151","3,122",,
,5/2/2013,"3,544","3,494",,
,5/3/2013,"3,255","3,156",,
,5/4/2013,"2,643","2,565",,
,5/5/2013,"1,273","1,403",,
,5/6/2013,"2,419","2,426",,
,5/7/2013,"3,334","3,294",,
,5/8/2013,"3,056","3,032",,
,5/9/2013,"3,732","3,664",,
,5/10/2013,"3,251","3,162",,
,5/11/2013,"3,164","3,057",,
,5/12/2013,"1,230","1,446",,
,5/13/2013,"2,440","2,417",,
,5/14/2013,"3,253","3,257",,
,5/15/2013,"3,308","3,248",,
,5/16/2013,"3,467","3,434",,
,5/17/2013,"3,478","3,418",,
,5/18/2013,"2,720","2,654",,
,5/19/2013,"1,052","1,199",,
,5/20/2013,"2,435","2,424",,
,5/21/2013,"3,052","3,021",,
,5/22/2013,"3,408","3,370",,
,5/23/2013,"3,490","3,440",,
,5/24/2013,"3,225","3,127",,
,5/25/2013,"2,733","2,686",,
,5/26/2013,"1,576","1,603",,
,5/27/2013,"1,417","1,519",,
,5/28/2013,"3,014","2,981",,
,5/29/2013,"3,335","3,284",,
,5/30/2013,"3,320","3,295",,
,5/31/2013,"3,297","3,210",,
Undefined,8/31/2011,0,0,,
,9/1/2011,0,0,,
,9/2/2011,0,0,,
,9/3/2011,0,0,,
,9/4/2011,0,0,,
,9/5/2011,0,0,,
,9/6/2011,0,0,,
,9/7/2011,0,0,,
,9/8/2011,0,0,,
,9/9/2011,0,0,,
,9/10/2011,0,0,,
,9/11/2011,0,0,,
,9/12/2011,0,0,,
,9/13/2011,0,0,,
,9/14/2011,0,0,,
,9/15/2011,0,0,,
,9/16/2011,0,0,,
,9/17/2011,0,0,,
,9/18/2011,0,0,,
,9/19/2011,0,0,,
,9/20/2011,0,0,,
,9/21/2011,0,0,,
,9/22/2011,0,0,,
,9/23/2011,0,0,,
,9/24/2011,0,0,,
,9/25/2011,0,0,,
,9/26/2011,0,0,,
,9/27/2011,0,0,,
,9/28/2011,0,0,,
,9/29/2011,0,0,,
,9/30/2011,0,0,,
,10/1/2011,0,0,,
,10/2/2011,0,0,,
,10/3/2011,0,0,,
,10/4/2011,0,0,,
,10/5/2011,0,0,,
,10/6/2011,0,0,,
,10/7/2011,0,0,,
,10/8/2011,0,0,,
,10/9/2011,0,0,,
,10/10/2011,0,0,,
,10/11/2011,0,0,,
,10/12/2011,0,0,,
,10/13/2011,0,0,,
,10/14/2011,0,0,,
,10/15/2011,0,0,,
,10/16/2011,0,0,,
,10/17/2011,0,0,,
,10/18/2011,0,0,,
,10/19/2011,0,0,,
,10/20/2011,0,0,,
,10/21/2011,0,0,,
,10/22/2011,0,0,,
,10/23/2011,0,0,,
,10/24/2011,0,0,,
,10/25/2011,0,0,,
,10/26/2011,0,0,,
,10/27/2011,0,0,,
,10/28/2011,0,0,,
,10/29/2011,0,0,,
,10/30/2011,0,0,,
,10/31/2011,0,0,,
,11/1/2011,0,0,,
,11/2/2011,0,0,,
,11/3/2011,0,0,,
,11/4/2011,0,0,,
,11/5/2011,0,0,,
,11/6/2011,0,0,,
,11/7/2011,0,0,,
,11/8/2011,0,0,,
,11/9/2011,0,0,,
,11/10/2011,0,0,,
,11/11/2011,0,0,,
,11/12/2011,0,0,,
,11/13/2011,0,0,,
,11/14/2011,0,0,,
,11/15/2011,0,0,,
,11/16/2011,0,0,,
,11/17/2011,0,0,,
,11/18/2011,0,0,,
,11/19/2011,0,0,,
,11/20/2011,0,0,,
,11/21/2011,0,0,,
,11/22/2011,0,0,,
,11/23/2011,0,0,,
,11/24/2011,0,0,,
,11/25/2011,0,0,,
,11/26/2011,0,0,,
,11/27/2011,0,0,,
,11/28/2011,0,0,,
,11/29/2011,0,0,,
,11/30/2011,0,0,,
,12/1/2011,0,0,,
,12/2/2011,0,0,,
,12/3/2011,0,0,,
,12/4/2011,0,0,,
,12/5/2011,0,0,,
,12/6/2011,0,0,,
